child_sku,parent_sku,nama_blend,season,kategori,ukuran,grind_size,harga_idr,berat_bersih_g,deskripsi_singkat
S-AUT-141-200-CRS,S-AUT-141,Volcano Autumn Chapter,Autumn,Seasonal Blend,200g,Coarse,64000,200,"Karakter earthy yang menenangkan, blend warm ini memadukan biji-biji terbaik dari Solok Radjo dan Sidikalang dan Lintong..."
S-AUT-141-200-MED,S-AUT-141,Volcano Autumn Chapter,Autumn,Seasonal Blend,200g,Medium,64500,200,"Karakter earthy yang menenangkan, blend warm ini memadukan biji-biji terbaik dari Solok Radjo dan Sidikalang dan Lintong..."
S-AUT-141-200-FIN,S-AUT-141,Volcano Autumn Chapter,Autumn,Seasonal Blend,200g,Fine,65000,200,"Karakter earthy yang menenangkan, blend warm ini memadukan biji-biji terbaik dari Solok Radjo dan Sidikalang dan Lintong..."
S-AUT-141-200-XF,S-AUT-141,Volcano Autumn Chapter,Autumn,Seasonal Blend,200g,Extra Fine,65500,200,"Karakter earthy yang menenangkan, blend warm ini memadukan biji-biji terbaik dari Solok Radjo dan Sidikalang dan Lintong..."
S-AUT-141-500-WB,S-AUT-141,Volcano Autumn Chapter,Autumn,Seasonal Blend,500g,Whole Bean,140000,500,"Karakter earthy yang menenangkan, blend warm ini memadukan biji-biji terbaik dari Solok Radjo dan Sidikalang dan Lintong..."
S-AUT-141-500-CRS,S-AUT-141,Volcano Autumn Chapter,Autumn,Seasonal Blend,500g,Coarse,142000,500,"Karakter earthy yang menenangkan, blend warm ini memadukan biji-biji terbaik dari Solok Radjo dan Sidikalang dan Lintong..."
S-AUT-141-500-MED,S-AUT-141,Volcano Autumn Chapter,Autumn,Seasonal Blend,500g,Medium,142500,500,"Karakter earthy yang menenangkan, blend warm ini memadukan biji-biji terbaik dari Solok Radjo dan Sidikalang dan Lintong..."
S-AUT-141-500-FIN,S-AUT-141,Volcano Autumn Chapter,Autumn,Seasonal Blend,500g,Fine,143000,500,"Karakter earthy yang menenangkan, blend warm ini memadukan biji-biji terbaik dari Solok Radjo dan Sidikalang dan Lintong..."
S-AUT-141-500-XF,S-AUT-141,Volcano Autumn Chapter,Autumn,Seasonal Blend,500g,Extra Fine,143500,500,"Karakter earthy yang menenangkan, blend warm ini memadukan biji-biji terbaik dari Solok Radjo dan Sidikalang dan Lintong..."
S-AUT-141-1K-WB,S-AUT-141,Volcano Autumn Chapter,Autumn,Seasonal Blend,1kg,Whole Bean,255000,1000,"Karakter earthy yang menenangkan, blend warm ini memadukan biji-biji terbaik dari Solok Radjo dan Sidikalang dan Lintong..."
S-AUT-141-1K-CRS,S-AUT-141,Volcano Autumn Chapter,Autumn,Seasonal Blend,1kg,Coarse,257000,1000,"Karakter earthy yang menenangkan, blend warm ini memadukan biji-biji terbaik dari Solok Radjo dan Sidikalang dan Lintong..."
S-AUT-141-1K-MED,S-AUT-141,Volcano Autumn Chapter,Autumn,Seasonal Blend,1kg,Medium,257500,1000,"Karakter earthy yang menenangkan, blend warm ini memadukan biji-biji terbaik dari Solok Radjo dan Sidikalang dan Lintong..."
S-AUT-141-1K-FIN,S-AUT-141,Volcano Autumn Chapter,Autumn,Seasonal Blend,1kg,Fine,258000,1000,"Karakter earthy yang menenangkan, blend warm ini memadukan biji-biji terbaik dari Solok Radjo dan Sidikalang dan Lintong..."
S-AUT-141-1K-XF,S-AUT-141,Volcano Autumn Chapter,Autumn,Seasonal Blend,1kg,Extra Fine,258500,1000,"Karakter earthy yang menenangkan, blend warm ini memadukan biji-biji terbaik dari Solok Radjo dan Sidikalang dan Lintong..."
S-AUT-142-100-WB,S-AUT-142,Sacred Autumn Estate,Autumn,Seasonal Blend,100g,Whole Bean,35000,100,"Hangat seperti senja musim gugur, blend caramelized ini memadukan biji-biji terbaik dari Wanoja Kamojang dan Sembalun Ri..."
S-AUT-142-100-CRS,S-AUT-142,Sacred Autumn Estate,Autumn,Seasonal Blend,100g,Coarse,37000,100,"Hangat seperti senja musim gugur, blend caramelized ini memadukan biji-biji terbaik dari Wanoja Kamojang dan Sembalun Ri..."
S-AUT-142-100-MED,S-AUT-142,Sacred Autumn Estate,Autumn,Seasonal Blend,100g,Medium,37500,100,"Hangat seperti senja musim gugur, blend caramelized ini memadukan biji-biji terbaik dari Wanoja Kamojang dan Sembalun Ri..."
S-AUT-142-100-FIN,S-AUT-142,Sacred Autumn Estate,Autumn,Seasonal Blend,100g,Fine,38000,100,"Hangat seperti senja musim gugur, blend caramelized ini memadukan biji-biji terbaik dari Wanoja Kamojang dan Sembalun Ri..."
S-AUT-142-100-XF,S-AUT-142,Sacred Autumn Estate,Autumn,Seasonal Blend,100g,Extra Fine,38500,100,"Hangat seperti senja musim gugur, blend caramelized ini memadukan biji-biji terbaik dari Wanoja Kamojang dan Sembalun Ri..."
S-AUT-142-200-WB,S-AUT-142,Sacred Autumn Estate,Autumn,Seasonal Blend,200g,Whole Bean,62000,200,"Hangat seperti senja musim gugur, blend caramelized ini memadukan biji-biji terbaik dari Wanoja Kamojang dan Sembalun Ri..."
S-AUT-142-200-CRS,S-AUT-142,Sacred Autumn Estate,Autumn,Seasonal Blend,200g,Coarse,64000,200,"Hangat seperti senja musim gugur, blend caramelized ini memadukan biji-biji terbaik dari Wanoja Kamojang dan Sembalun Ri..."
S-AUT-142-200-MED,S-AUT-142,Sacred Autumn Estate,Autumn,Seasonal Blend,200g,Medium,64500,200,"Hangat seperti senja musim gugur, blend caramelized ini memadukan biji-biji terbaik dari Wanoja Kamojang dan Sembalun Ri..."
S-AUT-142-200-FIN,S-AUT-142,Sacred Autumn Estate,Autumn,Seasonal Blend,200g,Fine,65000,200,"Hangat seperti senja musim gugur, blend caramelized ini memadukan biji-biji terbaik dari Wanoja Kamojang dan Sembalun Ri..."
S-AUT-142-200-XF,S-AUT-142,Sacred Autumn Estate,Autumn,Seasonal Blend,200g,Extra Fine,65500,200,"Hangat seperti senja musim gugur, blend caramelized ini memadukan biji-biji terbaik dari Wanoja Kamojang dan Sembalun Ri..."
S-AUT-142-500-WB,S-AUT-142,Sacred Autumn Estate,Autumn,Seasonal Blend,500g,Whole Bean,140000,500,"Hangat seperti senja musim gugur, blend caramelized ini memadukan biji-biji terbaik dari Wanoja Kamojang dan Sembalun Ri..."
S-AUT-142-500-CRS,S-AUT-142,Sacred Autumn Estate,Autumn,Seasonal Blend,500g,Coarse,142000,500,"Hangat seperti senja musim gugur, blend caramelized ini memadukan biji-biji terbaik dari Wanoja Kamojang dan Sembalun Ri..."
S-AUT-142-500-MED,S-AUT-142,Sacred Autumn Estate,Autumn,Seasonal Blend,500g,Medium,142500,500,"Hangat seperti senja musim gugur, blend caramelized ini memadukan biji-biji terbaik dari Wanoja Kamojang dan Sembalun Ri..."
S-AUT-142-500-FIN,S-AUT-142,Sacred Autumn Estate,Autumn,Seasonal Blend,500g,Fine,143000,500,"Hangat seperti senja musim gugur, blend caramelized ini memadukan biji-biji terbaik dari Wanoja Kamojang dan Sembalun Ri..."
S-AUT-142-500-XF,S-AUT-142,Sacred Autumn Estate,Autumn,Seasonal Blend,500g,Extra Fine,143500,500,"Hangat seperti senja musim gugur, blend caramelized ini memadukan biji-biji terbaik dari Wanoja Kamojang dan Sembalun Ri..."
S-AUT-142-1K-WB,S-AUT-142,Sacred Autumn Estate,Autumn,Seasonal Blend,1kg,Whole Bean,255000,1000,"Hangat seperti senja musim gugur, blend caramelized ini memadukan biji-biji terbaik dari Wanoja Kamojang dan Sembalun Ri..."
S-AUT-142-1K-CRS,S-AUT-142,Sacred Autumn Estate,Autumn,Seasonal Blend,1kg,Coarse,257000,1000,"Hangat seperti senja musim gugur, blend caramelized ini memadukan biji-biji terbaik dari Wanoja Kamojang dan Sembalun Ri..."
S-AUT-142-1K-MED,S-AUT-142,Sacred Autumn Estate,Autumn,Seasonal Blend,1kg,Medium,257500,1000,"Hangat seperti senja musim gugur, blend caramelized ini memadukan biji-biji terbaik dari Wanoja Kamojang dan Sembalun Ri..."
S-AUT-142-1K-FIN,S-AUT-142,Sacred Autumn Estate,Autumn,Seasonal Blend,1kg,Fine,258000,1000,"Hangat seperti senja musim gugur, blend caramelized ini memadukan biji-biji terbaik dari Wanoja Kamojang dan Sembalun Ri..."
S-AUT-142-1K-XF,S-AUT-142,Sacred Autumn Estate,Autumn,Seasonal Blend,1kg,Extra Fine,258500,1000,"Hangat seperti senja musim gugur, blend caramelized ini memadukan biji-biji terbaik dari Wanoja Kamojang dan Sembalun Ri..."
S-AUT-143-100-WB,S-AUT-143,Ritual Autumn Story,Autumn,Seasonal Blend,100g,Whole Bean,35000,100,"Aroma karamel dan rempah yang khas, blend rustic ini memadukan biji-biji terbaik dari Mandheling dan Arjuno. Diproses de..."
S-AUT-143-100-CRS,S-AUT-143,Ritual Autumn Story,Autumn,Seasonal Blend,100g,Coarse,37000,100,"Aroma karamel dan rempah yang khas, blend rustic ini memadukan biji-biji terbaik dari Mandheling dan Arjuno. Diproses de..."
S-AUT-143-100-MED,S-AUT-143,Ritual Autumn Story,Autumn,Seasonal Blend,100g,Medium,37500,100,"Aroma karamel dan rempah yang khas, blend rustic ini memadukan biji-biji terbaik dari Mandheling dan Arjuno. Diproses de..."
S-AUT-143-100-FIN,S-AUT-143,Ritual Autumn Story,Autumn,Seasonal Blend,100g,Fine,38000,100,"Aroma karamel dan rempah yang khas, blend rustic ini memadukan biji-biji terbaik dari Mandheling dan Arjuno. Diproses de..."
S-AUT-143-100-XF,S-AUT-143,Ritual Autumn Story,Autumn,Seasonal Blend,100g,Extra Fine,38500,100,"Aroma karamel dan rempah yang khas, blend rustic ini memadukan biji-biji terbaik dari Mandheling dan Arjuno. Diproses de..."
S-AUT-143-200-WB,S-AUT-143,Ritual Autumn Story,Autumn,Seasonal Blend,200g,Whole Bean,62000,200,"Aroma karamel dan rempah yang khas, blend rustic ini memadukan biji-biji terbaik dari Mandheling dan Arjuno. Diproses de..."
S-AUT-143-200-CRS,S-AUT-143,Ritual Autumn Story,Autumn,Seasonal Blend,200g,Coarse,64000,200,"Aroma karamel dan rempah yang khas, blend rustic ini memadukan biji-biji terbaik dari Mandheling dan Arjuno. Diproses de..."
S-AUT-143-200-MED,S-AUT-143,Ritual Autumn Story,Autumn,Seasonal Blend,200g,Medium,64500,200,"Aroma karamel dan rempah yang khas, blend rustic ini memadukan biji-biji terbaik dari Mandheling dan Arjuno. Diproses de..."
S-AUT-143-200-FIN,S-AUT-143,Ritual Autumn Story,Autumn,Seasonal Blend,200g,Fine,65000,200,"Aroma karamel dan rempah yang khas, blend rustic ini memadukan biji-biji terbaik dari Mandheling dan Arjuno. Diproses de..."
S-AUT-143-200-XF,S-AUT-143,Ritual Autumn Story,Autumn,Seasonal Blend,200g,Extra Fine,65500,200,"Aroma karamel dan rempah yang khas, blend rustic ini memadukan biji-biji terbaik dari Mandheling dan Arjuno. Diproses de..."
S-AUT-143-500-WB,S-AUT-143,Ritual Autumn Story,Autumn,Seasonal Blend,500g,Whole Bean,140000,500,"Aroma karamel dan rempah yang khas, blend rustic ini memadukan biji-biji terbaik dari Mandheling dan Arjuno. Diproses de..."
S-AUT-143-500-CRS,S-AUT-143,Ritual Autumn Story,Autumn,Seasonal Blend,500g,Coarse,142000,500,"Aroma karamel dan rempah yang khas, blend rustic ini memadukan biji-biji terbaik dari Mandheling dan Arjuno. Diproses de..."
S-AUT-143-500-MED,S-AUT-143,Ritual Autumn Story,Autumn,Seasonal Blend,500g,Medium,142500,500,"Aroma karamel dan rempah yang khas, blend rustic ini memadukan biji-biji terbaik dari Mandheling dan Arjuno. Diproses de..."
S-AUT-143-500-FIN,S-AUT-143,Ritual Autumn Story,Autumn,Seasonal Blend,500g,Fine,143000,500,"Aroma karamel dan rempah yang khas, blend rustic ini memadukan biji-biji terbaik dari Mandheling dan Arjuno. Diproses de..."
S-AUT-143-500-XF,S-AUT-143,Ritual Autumn Story,Autumn,Seasonal Blend,500g,Extra Fine,143500,500,"Aroma karamel dan rempah yang khas, blend rustic ini memadukan biji-biji terbaik dari Mandheling dan Arjuno. Diproses de..."
S-AUT-143-1K-WB,S-AUT-143,Ritual Autumn Story,Autumn,Seasonal Blend,1kg,Whole Bean,255000,1000,"Aroma karamel dan rempah yang khas, blend rustic ini memadukan biji-biji terbaik dari Mandheling dan Arjuno. Diproses de..."
S-AUT-143-1K-CRS,S-AUT-143,Ritual Autumn Story,Autumn,Seasonal Blend,1kg,Coarse,257000,1000,"Aroma karamel dan rempah yang khas, blend rustic ini memadukan biji-biji terbaik dari Mandheling dan Arjuno. Diproses de..."
S-AUT-143-1K-MED,S-AUT-143,Ritual Autumn Story,Autumn,Seasonal Blend,1kg,Medium,257500,1000,"Aroma karamel dan rempah yang khas, blend rustic ini memadukan biji-biji terbaik dari Mandheling dan Arjuno. Diproses de..."
S-AUT-143-1K-FIN,S-AUT-143,Ritual Autumn Story,Autumn,Seasonal Blend,1kg,Fine,258000,1000,"Aroma karamel dan rempah yang khas, blend rustic ini memadukan biji-biji terbaik dari Mandheling dan Arjuno. Diproses de..."
S-AUT-143-1K-XF,S-AUT-143,Ritual Autumn Story,Autumn,Seasonal Blend,1kg,Extra Fine,258500,1000,"Aroma karamel dan rempah yang khas, blend rustic ini memadukan biji-biji terbaik dari Mandheling dan Arjuno. Diproses de..."
S-AUT-144-100-WB,S-AUT-144,Primal Autumn Collection,Autumn,Seasonal Blend,100g,Whole Bean,35000,100,"Hangat seperti senja musim gugur, blend mellow ini memadukan biji-biji terbaik dari Temanggung dan Aceh Gayo. Diproses d..."
S-AUT-144-100-CRS,S-AUT-144,Primal Autumn Collection,Autumn,Seasonal Blend,100g,Coarse,37000,100,"Hangat seperti senja musim gugur, blend mellow ini memadukan biji-biji terbaik dari Temanggung dan Aceh Gayo. Diproses d..."
S-AUT-144-100-MED,S-AUT-144,Primal Autumn Collection,Autumn,Seasonal Blend,100g,Medium,37500,100,"Hangat seperti senja musim gugur, blend mellow ini memadukan biji-biji terbaik dari Temanggung dan Aceh Gayo. Diproses d..."
S-AUT-144-100-FIN,S-AUT-144,Primal Autumn Collection,Autumn,Seasonal Blend,100g,Fine,38000,100,"Hangat seperti senja musim gugur, blend mellow ini memadukan biji-biji terbaik dari Temanggung dan Aceh Gayo. Diproses d..."
S-AUT-144-100-XF,S-AUT-144,Primal Autumn Collection,Autumn,Seasonal Blend,100g,Extra Fine,38500,100,"Hangat seperti senja musim gugur, blend mellow ini memadukan biji-biji terbaik dari Temanggung dan Aceh Gayo. Diproses d..."
S-AUT-144-200-WB,S-AUT-144,Primal Autumn Collection,Autumn,Seasonal Blend,200g,Whole Bean,62000,200,"Hangat seperti senja musim gugur, blend mellow ini memadukan biji-biji terbaik dari Temanggung dan Aceh Gayo. Diproses d..."
S-AUT-144-200-CRS,S-AUT-144,Primal Autumn Collection,Autumn,Seasonal Blend,200g,Coarse,64000,200,"Hangat seperti senja musim gugur, blend mellow ini memadukan biji-biji terbaik dari Temanggung dan Aceh Gayo. Diproses d..."
S-AUT-144-200-MED,S-AUT-144,Primal Autumn Collection,Autumn,Seasonal Blend,200g,Medium,64500,200,"Hangat seperti senja musim gugur, blend mellow ini memadukan biji-biji terbaik dari Temanggung dan Aceh Gayo. Diproses d..."
S-AUT-144-200-FIN,S-AUT-144,Primal Autumn Collection,Autumn,Seasonal Blend,200g,Fine,65000,200,"Hangat seperti senja musim gugur, blend mellow ini memadukan biji-biji terbaik dari Temanggung dan Aceh Gayo. Diproses d..."
S-AUT-144-200-XF,S-AUT-144,Primal Autumn Collection,Autumn,Seasonal Blend,200g,Extra Fine,65500,200,"Hangat seperti senja musim gugur, blend mellow ini memadukan biji-biji terbaik dari Temanggung dan Aceh Gayo. Diproses d..."
S-AUT-144-500-WB,S-AUT-144,Primal Autumn Collection,Autumn,Seasonal Blend,500g,Whole Bean,140000,500,"Hangat seperti senja musim gugur, blend mellow ini memadukan biji-biji terbaik dari Temanggung dan Aceh Gayo. Diproses d..."
S-AUT-144-500-CRS,S-AUT-144,Primal Autumn Collection,Autumn,Seasonal Blend,500g,Coarse,142000,500,"Hangat seperti senja musim gugur, blend mellow ini memadukan biji-biji terbaik dari Temanggung dan Aceh Gayo. Diproses d..."
S-AUT-144-500-MED,S-AUT-144,Primal Autumn Collection,Autumn,Seasonal Blend,500g,Medium,142500,500,"Hangat seperti senja musim gugur, blend mellow ini memadukan biji-biji terbaik dari Temanggung dan Aceh Gayo. Diproses d..."
S-AUT-144-500-FIN,S-AUT-144,Primal Autumn Collection,Autumn,Seasonal Blend,500g,Fine,143000,500,"Hangat seperti senja musim gugur, blend mellow ini memadukan biji-biji terbaik dari Temanggung dan Aceh Gayo. Diproses d..."
S-AUT-144-500-XF,S-AUT-144,Primal Autumn Collection,Autumn,Seasonal Blend,500g,Extra Fine,143500,500,"Hangat seperti senja musim gugur, blend mellow ini memadukan biji-biji terbaik dari Temanggung dan Aceh Gayo. Diproses d..."
S-AUT-144-1K-WB,S-AUT-144,Primal Autumn Collection,Autumn,Seasonal Blend,1kg,Whole Bean,255000,1000,"Hangat seperti senja musim gugur, blend mellow ini memadukan biji-biji terbaik dari Temanggung dan Aceh Gayo. Diproses d..."
S-AUT-144-1K-CRS,S-AUT-144,Primal Autumn Collection,Autumn,Seasonal Blend,1kg,Coarse,257000,1000,"Hangat seperti senja musim gugur, blend mellow ini memadukan biji-biji terbaik dari Temanggung dan Aceh Gayo. Diproses d..."
S-AUT-144-1K-MED,S-AUT-144,Primal Autumn Collection,Autumn,Seasonal Blend,1kg,Medium,257500,1000,"Hangat seperti senja musim gugur, blend mellow ini memadukan biji-biji terbaik dari Temanggung dan Aceh Gayo. Diproses d..."
S-AUT-144-1K-FIN,S-AUT-144,Primal Autumn Collection,Autumn,Seasonal Blend,1kg,Fine,258000,1000,"Hangat seperti senja musim gugur, blend mellow ini memadukan biji-biji terbaik dari Temanggung dan Aceh Gayo. Diproses d..."
S-AUT-144-1K-XF,S-AUT-144,Primal Autumn Collection,Autumn,Seasonal Blend,1kg,Extra Fine,258500,1000,"Hangat seperti senja musim gugur, blend mellow ini memadukan biji-biji terbaik dari Temanggung dan Aceh Gayo. Diproses d..."
S-AUT-145-100-WB,S-AUT-145,Serenity Autumn Estate,Autumn,Seasonal Blend,100g,Whole Bean,35000,100,"Kaya rasa dengan kedalaman yang tak tertandingi, blend mellow ini memadukan biji-biji terbaik dari Lampung Robusta Premi..."
S-AUT-145-100-CRS,S-AUT-145,Serenity Autumn Estate,Autumn,Seasonal Blend,100g,Coarse,37000,100,"Kaya rasa dengan kedalaman yang tak tertandingi, blend mellow ini memadukan biji-biji terbaik dari Lampung Robusta Premi..."
S-AUT-145-100-MED,S-AUT-145,Serenity Autumn Estate,Autumn,Seasonal Blend,100g,Medium,37500,100,"Kaya rasa dengan kedalaman yang tak tertandingi, blend mellow ini memadukan biji-biji terbaik dari Lampung Robusta Premi..."
S-AUT-145-100-FIN,S-AUT-145,Serenity Autumn Estate,Autumn,Seasonal Blend,100g,Fine,38000,100,"Kaya rasa dengan kedalaman yang tak tertandingi, blend mellow ini memadukan biji-biji terbaik dari Lampung Robusta Premi..."
S-AUT-145-100-XF,S-AUT-145,Serenity Autumn Estate,Autumn,Seasonal Blend,100g,Extra Fine,38500,100,"Kaya rasa dengan kedalaman yang tak tertandingi, blend mellow ini memadukan biji-biji terbaik dari Lampung Robusta Premi..."
S-AUT-145-200-WB,S-AUT-145,Serenity Autumn Estate,Autumn,Seasonal Blend,200g,Whole Bean,62000,200,"Kaya rasa dengan kedalaman yang tak tertandingi, blend mellow ini memadukan biji-biji terbaik dari Lampung Robusta Premi..."
S-AUT-145-200-CRS,S-AUT-145,Serenity Autumn Estate,Autumn,Seasonal Blend,200g,Coarse,64000,200,"Kaya rasa dengan kedalaman yang tak tertandingi, blend mellow ini memadukan biji-biji terbaik dari Lampung Robusta Premi..."
S-AUT-145-200-MED,S-AUT-145,Serenity Autumn Estate,Autumn,Seasonal Blend,200g,Medium,64500,200,"Kaya rasa dengan kedalaman yang tak tertandingi, blend mellow ini memadukan biji-biji terbaik dari Lampung Robusta Premi..."
S-AUT-145-200-FIN,S-AUT-145,Serenity Autumn Estate,Autumn,Seasonal Blend,200g,Fine,65000,200,"Kaya rasa dengan kedalaman yang tak tertandingi, blend mellow ini memadukan biji-biji terbaik dari Lampung Robusta Premi..."
S-AUT-145-200-XF,S-AUT-145,Serenity Autumn Estate,Autumn,Seasonal Blend,200g,Extra Fine,65500,200,"Kaya rasa dengan kedalaman yang tak tertandingi, blend mellow ini memadukan biji-biji terbaik dari Lampung Robusta Premi..."
S-AUT-145-500-WB,S-AUT-145,Serenity Autumn Estate,Autumn,Seasonal Blend,500g,Whole Bean,140000,500,"Kaya rasa dengan kedalaman yang tak tertandingi, blend mellow ini memadukan biji-biji terbaik dari Lampung Robusta Premi..."
S-AUT-145-500-CRS,S-AUT-145,Serenity Autumn Estate,Autumn,Seasonal Blend,500g,Coarse,142000,500,"Kaya rasa dengan kedalaman yang tak tertandingi, blend mellow ini memadukan biji-biji terbaik dari Lampung Robusta Premi..."
S-AUT-145-500-MED,S-AUT-145,Serenity Autumn Estate,Autumn,Seasonal Blend,500g,Medium,142500,500,"Kaya rasa dengan kedalaman yang tak tertandingi, blend mellow ini memadukan biji-biji terbaik dari Lampung Robusta Premi..."
S-AUT-145-500-FIN,S-AUT-145,Serenity Autumn Estate,Autumn,Seasonal Blend,500g,Fine,143000,500,"Kaya rasa dengan kedalaman yang tak tertandingi, blend mellow ini memadukan biji-biji terbaik dari Lampung Robusta Premi..."
S-AUT-145-500-XF,S-AUT-145,Serenity Autumn Estate,Autumn,Seasonal Blend,500g,Extra Fine,143500,500,"Kaya rasa dengan kedalaman yang tak tertandingi, blend mellow ini memadukan biji-biji terbaik dari Lampung Robusta Premi..."
S-AUT-145-1K-WB,S-AUT-145,Serenity Autumn Estate,Autumn,Seasonal Blend,1kg,Whole Bean,255000,1000,"Kaya rasa dengan kedalaman yang tak tertandingi, blend mellow ini memadukan biji-biji terbaik dari Lampung Robusta Premi..."
S-AUT-145-1K-CRS,S-AUT-145,Serenity Autumn Estate,Autumn,Seasonal Blend,1kg,Coarse,257000,1000,"Kaya rasa dengan kedalaman yang tak tertandingi, blend mellow ini memadukan biji-biji terbaik dari Lampung Robusta Premi..."
S-AUT-145-1K-MED,S-AUT-145,Serenity Autumn Estate,Autumn,Seasonal Blend,1kg,Medium,257500,1000,"Kaya rasa dengan kedalaman yang tak tertandingi, blend mellow ini memadukan biji-biji terbaik dari Lampung Robusta Premi..."
