child_sku,parent_sku,nama_blend,season,season_universe,kategori,ukuran,grind_size,harga_idr,berat_bersih_g,deskripsi_singkat
S-AUT-042-500-XF,S-AUT-042,Polished Odometer,Autumn,The Amber Descent,Seasonal Blend,500g,Extra Fine,143500,500,"Diilhami dari artefak yang bertahan melewati puluhan ekspedisi, blend ini mempertemukan biji-biji dari Toraja Kalosi serta Flores ..."
S-AUT-042-1K-WB,S-AUT-042,Polished Odometer,Autumn,The Amber Descent,Seasonal Blend,1kg,Whole Bean,255000,1000,"Diilhami dari artefak yang bertahan melewati puluhan ekspedisi, blend ini mempertemukan biji-biji dari Toraja Kalosi serta Flores ..."
S-AUT-042-1K-CRS,S-AUT-042,Polished Odometer,Autumn,The Amber Descent,Seasonal Blend,1kg,Coarse,257000,1000,"Diilhami dari artefak yang bertahan melewati puluhan ekspedisi, blend ini mempertemukan biji-biji dari Toraja Kalosi serta Flores ..."
S-AUT-042-1K-MED,S-AUT-042,Polished Odometer,Autumn,The Amber Descent,Seasonal Blend,1kg,Medium,257500,1000,"Diilhami dari artefak yang bertahan melewati puluhan ekspedisi, blend ini mempertemukan biji-biji dari Toraja Kalosi serta Flores ..."
S-AUT-042-1K-FIN,S-AUT-042,Polished Odometer,Autumn,The Amber Descent,Seasonal Blend,1kg,Fine,258000,1000,"Diilhami dari artefak yang bertahan melewati puluhan ekspedisi, blend ini mempertemukan biji-biji dari Toraja Kalosi serta Flores ..."
S-AUT-042-1K-XF,S-AUT-042,Polished Odometer,Autumn,The Amber Descent,Seasonal Blend,1kg,Extra Fine,258500,1000,"Diilhami dari artefak yang bertahan melewati puluhan ekspedisi, blend ini mempertemukan biji-biji dari Toraja Kalosi serta Flores ..."
S-AUT-043-100-WB,S-AUT-043,Hammered Haversack,Autumn,The Amber Descent,Seasonal Blend,100g,Whole Bean,35000,100,"Seperti alat ukur yang semakin akurat seiring bertambah usia, blend ini mempertemukan biji-biji dari Sembalun Rinjani serta Flores..."
S-AUT-043-100-CRS,S-AUT-043,Hammered Haversack,Autumn,The Amber Descent,Seasonal Blend,100g,Coarse,37000,100,"Seperti alat ukur yang semakin akurat seiring bertambah usia, blend ini mempertemukan biji-biji dari Sembalun Rinjani serta Flores..."
S-AUT-043-100-MED,S-AUT-043,Hammered Haversack,Autumn,The Amber Descent,Seasonal Blend,100g,Medium,37500,100,"Seperti alat ukur yang semakin akurat seiring bertambah usia, blend ini mempertemukan biji-biji dari Sembalun Rinjani serta Flores..."
S-AUT-043-100-FIN,S-AUT-043,Hammered Haversack,Autumn,The Amber Descent,Seasonal Blend,100g,Fine,38000,100,"Seperti alat ukur yang semakin akurat seiring bertambah usia, blend ini mempertemukan biji-biji dari Sembalun Rinjani serta Flores..."
S-AUT-043-100-XF,S-AUT-043,Hammered Haversack,Autumn,The Amber Descent,Seasonal Blend,100g,Extra Fine,38500,100,"Seperti alat ukur yang semakin akurat seiring bertambah usia, blend ini mempertemukan biji-biji dari Sembalun Rinjani serta Flores..."
S-AUT-043-200-WB,S-AUT-043,Hammered Haversack,Autumn,The Amber Descent,Seasonal Blend,200g,Whole Bean,62000,200,"Seperti alat ukur yang semakin akurat seiring bertambah usia, blend ini mempertemukan biji-biji dari Sembalun Rinjani serta Flores..."
S-AUT-043-200-CRS,S-AUT-043,Hammered Haversack,Autumn,The Amber Descent,Seasonal Blend,200g,Coarse,64000,200,"Seperti alat ukur yang semakin akurat seiring bertambah usia, blend ini mempertemukan biji-biji dari Sembalun Rinjani serta Flores..."
S-AUT-043-200-MED,S-AUT-043,Hammered Haversack,Autumn,The Amber Descent,Seasonal Blend,200g,Medium,64500,200,"Seperti alat ukur yang semakin akurat seiring bertambah usia, blend ini mempertemukan biji-biji dari Sembalun Rinjani serta Flores..."
S-AUT-043-200-FIN,S-AUT-043,Hammered Haversack,Autumn,The Amber Descent,Seasonal Blend,200g,Fine,65000,200,"Seperti alat ukur yang semakin akurat seiring bertambah usia, blend ini mempertemukan biji-biji dari Sembalun Rinjani serta Flores..."
S-AUT-043-200-XF,S-AUT-043,Hammered Haversack,Autumn,The Amber Descent,Seasonal Blend,200g,Extra Fine,65500,200,"Seperti alat ukur yang semakin akurat seiring bertambah usia, blend ini mempertemukan biji-biji dari Sembalun Rinjani serta Flores..."
S-AUT-043-500-WB,S-AUT-043,Hammered Haversack,Autumn,The Amber Descent,Seasonal Blend,500g,Whole Bean,140000,500,"Seperti alat ukur yang semakin akurat seiring bertambah usia, blend ini mempertemukan biji-biji dari Sembalun Rinjani serta Flores..."
S-AUT-043-500-CRS,S-AUT-043,Hammered Haversack,Autumn,The Amber Descent,Seasonal Blend,500g,Coarse,142000,500,"Seperti alat ukur yang semakin akurat seiring bertambah usia, blend ini mempertemukan biji-biji dari Sembalun Rinjani serta Flores..."
S-AUT-043-500-MED,S-AUT-043,Hammered Haversack,Autumn,The Amber Descent,Seasonal Blend,500g,Medium,142500,500,"Seperti alat ukur yang semakin akurat seiring bertambah usia, blend ini mempertemukan biji-biji dari Sembalun Rinjani serta Flores..."
S-AUT-043-500-FIN,S-AUT-043,Hammered Haversack,Autumn,The Amber Descent,Seasonal Blend,500g,Fine,143000,500,"Seperti alat ukur yang semakin akurat seiring bertambah usia, blend ini mempertemukan biji-biji dari Sembalun Rinjani serta Flores..."
S-AUT-043-500-XF,S-AUT-043,Hammered Haversack,Autumn,The Amber Descent,Seasonal Blend,500g,Extra Fine,143500,500,"Seperti alat ukur yang semakin akurat seiring bertambah usia, blend ini mempertemukan biji-biji dari Sembalun Rinjani serta Flores..."
S-AUT-043-1K-WB,S-AUT-043,Hammered Haversack,Autumn,The Amber Descent,Seasonal Blend,1kg,Whole Bean,255000,1000,"Seperti alat ukur yang semakin akurat seiring bertambah usia, blend ini mempertemukan biji-biji dari Sembalun Rinjani serta Flores..."
S-AUT-043-1K-CRS,S-AUT-043,Hammered Haversack,Autumn,The Amber Descent,Seasonal Blend,1kg,Coarse,257000,1000,"Seperti alat ukur yang semakin akurat seiring bertambah usia, blend ini mempertemukan biji-biji dari Sembalun Rinjani serta Flores..."
S-AUT-043-1K-MED,S-AUT-043,Hammered Haversack,Autumn,The Amber Descent,Seasonal Blend,1kg,Medium,257500,1000,"Seperti alat ukur yang semakin akurat seiring bertambah usia, blend ini mempertemukan biji-biji dari Sembalun Rinjani serta Flores..."
S-AUT-043-1K-FIN,S-AUT-043,Hammered Haversack,Autumn,The Amber Descent,Seasonal Blend,1kg,Fine,258000,1000,"Seperti alat ukur yang semakin akurat seiring bertambah usia, blend ini mempertemukan biji-biji dari Sembalun Rinjani serta Flores..."
S-AUT-043-1K-XF,S-AUT-043,Hammered Haversack,Autumn,The Amber Descent,Seasonal Blend,1kg,Extra Fine,258500,1000,"Seperti alat ukur yang semakin akurat seiring bertambah usia, blend ini mempertemukan biji-biji dari Sembalun Rinjani serta Flores..."
S-AUT-044-100-WB,S-AUT-044,True Logbook,Autumn,The Amber Descent,Seasonal Blend,100g,Whole Bean,35000,100,"Ditemukan dalam catatan perjalanan seorang penjelajah tua, blend ini mempertemukan biji-biji dari Bali Ulian serta Papua Wamena da..."
S-AUT-044-100-CRS,S-AUT-044,True Logbook,Autumn,The Amber Descent,Seasonal Blend,100g,Coarse,37000,100,"Ditemukan dalam catatan perjalanan seorang penjelajah tua, blend ini mempertemukan biji-biji dari Bali Ulian serta Papua Wamena da..."
S-AUT-044-100-MED,S-AUT-044,True Logbook,Autumn,The Amber Descent,Seasonal Blend,100g,Medium,37500,100,"Ditemukan dalam catatan perjalanan seorang penjelajah tua, blend ini mempertemukan biji-biji dari Bali Ulian serta Papua Wamena da..."
S-AUT-044-100-FIN,S-AUT-044,True Logbook,Autumn,The Amber Descent,Seasonal Blend,100g,Fine,38000,100,"Ditemukan dalam catatan perjalanan seorang penjelajah tua, blend ini mempertemukan biji-biji dari Bali Ulian serta Papua Wamena da..."
S-AUT-044-100-XF,S-AUT-044,True Logbook,Autumn,The Amber Descent,Seasonal Blend,100g,Extra Fine,38500,100,"Ditemukan dalam catatan perjalanan seorang penjelajah tua, blend ini mempertemukan biji-biji dari Bali Ulian serta Papua Wamena da..."
S-AUT-044-200-WB,S-AUT-044,True Logbook,Autumn,The Amber Descent,Seasonal Blend,200g,Whole Bean,62000,200,"Ditemukan dalam catatan perjalanan seorang penjelajah tua, blend ini mempertemukan biji-biji dari Bali Ulian serta Papua Wamena da..."
S-AUT-044-200-CRS,S-AUT-044,True Logbook,Autumn,The Amber Descent,Seasonal Blend,200g,Coarse,64000,200,"Ditemukan dalam catatan perjalanan seorang penjelajah tua, blend ini mempertemukan biji-biji dari Bali Ulian serta Papua Wamena da..."
S-AUT-044-200-MED,S-AUT-044,True Logbook,Autumn,The Amber Descent,Seasonal Blend,200g,Medium,64500,200,"Ditemukan dalam catatan perjalanan seorang penjelajah tua, blend ini mempertemukan biji-biji dari Bali Ulian serta Papua Wamena da..."
S-AUT-044-200-FIN,S-AUT-044,True Logbook,Autumn,The Amber Descent,Seasonal Blend,200g,Fine,65000,200,"Ditemukan dalam catatan perjalanan seorang penjelajah tua, blend ini mempertemukan biji-biji dari Bali Ulian serta Papua Wamena da..."
S-AUT-044-200-XF,S-AUT-044,True Logbook,Autumn,The Amber Descent,Seasonal Blend,200g,Extra Fine,65500,200,"Ditemukan dalam catatan perjalanan seorang penjelajah tua, blend ini mempertemukan biji-biji dari Bali Ulian serta Papua Wamena da..."
S-AUT-044-500-WB,S-AUT-044,True Logbook,Autumn,The Amber Descent,Seasonal Blend,500g,Whole Bean,140000,500,"Ditemukan dalam catatan perjalanan seorang penjelajah tua, blend ini mempertemukan biji-biji dari Bali Ulian serta Papua Wamena da..."
S-AUT-044-500-CRS,S-AUT-044,True Logbook,Autumn,The Amber Descent,Seasonal Blend,500g,Coarse,142000,500,"Ditemukan dalam catatan perjalanan seorang penjelajah tua, blend ini mempertemukan biji-biji dari Bali Ulian serta Papua Wamena da..."
S-AUT-044-500-MED,S-AUT-044,True Logbook,Autumn,The Amber Descent,Seasonal Blend,500g,Medium,142500,500,"Ditemukan dalam catatan perjalanan seorang penjelajah tua, blend ini mempertemukan biji-biji dari Bali Ulian serta Papua Wamena da..."
S-AUT-044-500-FIN,S-AUT-044,True Logbook,Autumn,The Amber Descent,Seasonal Blend,500g,Fine,143000,500,"Ditemukan dalam catatan perjalanan seorang penjelajah tua, blend ini mempertemukan biji-biji dari Bali Ulian serta Papua Wamena da..."
S-AUT-044-500-XF,S-AUT-044,True Logbook,Autumn,The Amber Descent,Seasonal Blend,500g,Extra Fine,143500,500,"Ditemukan dalam catatan perjalanan seorang penjelajah tua, blend ini mempertemukan biji-biji dari Bali Ulian serta Papua Wamena da..."
S-AUT-044-1K-WB,S-AUT-044,True Logbook,Autumn,The Amber Descent,Seasonal Blend,1kg,Whole Bean,255000,1000,"Ditemukan dalam catatan perjalanan seorang penjelajah tua, blend ini mempertemukan biji-biji dari Bali Ulian serta Papua Wamena da..."
S-AUT-044-1K-CRS,S-AUT-044,True Logbook,Autumn,The Amber Descent,Seasonal Blend,1kg,Coarse,257000,1000,"Ditemukan dalam catatan perjalanan seorang penjelajah tua, blend ini mempertemukan biji-biji dari Bali Ulian serta Papua Wamena da..."
S-AUT-044-1K-MED,S-AUT-044,True Logbook,Autumn,The Amber Descent,Seasonal Blend,1kg,Medium,257500,1000,"Ditemukan dalam catatan perjalanan seorang penjelajah tua, blend ini mempertemukan biji-biji dari Bali Ulian serta Papua Wamena da..."
S-AUT-044-1K-FIN,S-AUT-044,True Logbook,Autumn,The Amber Descent,Seasonal Blend,1kg,Fine,258000,1000,"Ditemukan dalam catatan perjalanan seorang penjelajah tua, blend ini mempertemukan biji-biji dari Bali Ulian serta Papua Wamena da..."
S-AUT-044-1K-XF,S-AUT-044,True Logbook,Autumn,The Amber Descent,Seasonal Blend,1kg,Extra Fine,258500,1000,"Ditemukan dalam catatan perjalanan seorang penjelajah tua, blend ini mempertemukan biji-biji dari Bali Ulian serta Papua Wamena da..."
S-AUT-045-100-WB,S-AUT-045,Cracked Chronometer,Autumn,The Amber Descent,Seasonal Blend,100g,Whole Bean,35000,100,"Dari tangan-tangan yang pernah mengukur setiap jengkal dataran, blend ini mempertemukan biji-biji dari Java Garut serta Semeru ser..."
S-AUT-045-100-CRS,S-AUT-045,Cracked Chronometer,Autumn,The Amber Descent,Seasonal Blend,100g,Coarse,37000,100,"Dari tangan-tangan yang pernah mengukur setiap jengkal dataran, blend ini mempertemukan biji-biji dari Java Garut serta Semeru ser..."
S-AUT-045-100-MED,S-AUT-045,Cracked Chronometer,Autumn,The Amber Descent,Seasonal Blend,100g,Medium,37500,100,"Dari tangan-tangan yang pernah mengukur setiap jengkal dataran, blend ini mempertemukan biji-biji dari Java Garut serta Semeru ser..."
S-AUT-045-100-FIN,S-AUT-045,Cracked Chronometer,Autumn,The Amber Descent,Seasonal Blend,100g,Fine,38000,100,"Dari tangan-tangan yang pernah mengukur setiap jengkal dataran, blend ini mempertemukan biji-biji dari Java Garut serta Semeru ser..."
S-AUT-045-100-XF,S-AUT-045,Cracked Chronometer,Autumn,The Amber Descent,Seasonal Blend,100g,Extra Fine,38500,100,"Dari tangan-tangan yang pernah mengukur setiap jengkal dataran, blend ini mempertemukan biji-biji dari Java Garut serta Semeru ser..."
S-AUT-045-200-WB,S-AUT-045,Cracked Chronometer,Autumn,The Amber Descent,Seasonal Blend,200g,Whole Bean,62000,200,"Dari tangan-tangan yang pernah mengukur setiap jengkal dataran, blend ini mempertemukan biji-biji dari Java Garut serta Semeru ser..."
S-AUT-045-200-CRS,S-AUT-045,Cracked Chronometer,Autumn,The Amber Descent,Seasonal Blend,200g,Coarse,64000,200,"Dari tangan-tangan yang pernah mengukur setiap jengkal dataran, blend ini mempertemukan biji-biji dari Java Garut serta Semeru ser..."
S-AUT-045-200-MED,S-AUT-045,Cracked Chronometer,Autumn,The Amber Descent,Seasonal Blend,200g,Medium,64500,200,"Dari tangan-tangan yang pernah mengukur setiap jengkal dataran, blend ini mempertemukan biji-biji dari Java Garut serta Semeru ser..."
S-AUT-045-200-FIN,S-AUT-045,Cracked Chronometer,Autumn,The Amber Descent,Seasonal Blend,200g,Fine,65000,200,"Dari tangan-tangan yang pernah mengukur setiap jengkal dataran, blend ini mempertemukan biji-biji dari Java Garut serta Semeru ser..."
S-AUT-045-200-XF,S-AUT-045,Cracked Chronometer,Autumn,The Amber Descent,Seasonal Blend,200g,Extra Fine,65500,200,"Dari tangan-tangan yang pernah mengukur setiap jengkal dataran, blend ini mempertemukan biji-biji dari Java Garut serta Semeru ser..."
S-AUT-045-500-WB,S-AUT-045,Cracked Chronometer,Autumn,The Amber Descent,Seasonal Blend,500g,Whole Bean,140000,500,"Dari tangan-tangan yang pernah mengukur setiap jengkal dataran, blend ini mempertemukan biji-biji dari Java Garut serta Semeru ser..."
S-AUT-045-500-CRS,S-AUT-045,Cracked Chronometer,Autumn,The Amber Descent,Seasonal Blend,500g,Coarse,142000,500,"Dari tangan-tangan yang pernah mengukur setiap jengkal dataran, blend ini mempertemukan biji-biji dari Java Garut serta Semeru ser..."
S-AUT-045-500-MED,S-AUT-045,Cracked Chronometer,Autumn,The Amber Descent,Seasonal Blend,500g,Medium,142500,500,"Dari tangan-tangan yang pernah mengukur setiap jengkal dataran, blend ini mempertemukan biji-biji dari Java Garut serta Semeru ser..."
S-AUT-045-500-FIN,S-AUT-045,Cracked Chronometer,Autumn,The Amber Descent,Seasonal Blend,500g,Fine,143000,500,"Dari tangan-tangan yang pernah mengukur setiap jengkal dataran, blend ini mempertemukan biji-biji dari Java Garut serta Semeru ser..."
S-AUT-045-500-XF,S-AUT-045,Cracked Chronometer,Autumn,The Amber Descent,Seasonal Blend,500g,Extra Fine,143500,500,"Dari tangan-tangan yang pernah mengukur setiap jengkal dataran, blend ini mempertemukan biji-biji dari Java Garut serta Semeru ser..."
S-AUT-045-1K-WB,S-AUT-045,Cracked Chronometer,Autumn,The Amber Descent,Seasonal Blend,1kg,Whole Bean,255000,1000,"Dari tangan-tangan yang pernah mengukur setiap jengkal dataran, blend ini mempertemukan biji-biji dari Java Garut serta Semeru ser..."
S-AUT-045-1K-CRS,S-AUT-045,Cracked Chronometer,Autumn,The Amber Descent,Seasonal Blend,1kg,Coarse,257000,1000,"Dari tangan-tangan yang pernah mengukur setiap jengkal dataran, blend ini mempertemukan biji-biji dari Java Garut serta Semeru ser..."
S-AUT-045-1K-MED,S-AUT-045,Cracked Chronometer,Autumn,The Amber Descent,Seasonal Blend,1kg,Medium,257500,1000,"Dari tangan-tangan yang pernah mengukur setiap jengkal dataran, blend ini mempertemukan biji-biji dari Java Garut serta Semeru ser..."
S-AUT-045-1K-FIN,S-AUT-045,Cracked Chronometer,Autumn,The Amber Descent,Seasonal Blend,1kg,Fine,258000,1000,"Dari tangan-tangan yang pernah mengukur setiap jengkal dataran, blend ini mempertemukan biji-biji dari Java Garut serta Semeru ser..."
S-AUT-045-1K-XF,S-AUT-045,Cracked Chronometer,Autumn,The Amber Descent,Seasonal Blend,1kg,Extra Fine,258500,1000,"Dari tangan-tangan yang pernah mengukur setiap jengkal dataran, blend ini mempertemukan biji-biji dari Java Garut serta Semeru ser..."
S-AUT-046-100-WB,S-AUT-046,Well-used Chronometer,Autumn,The Amber Descent,Seasonal Blend,100g,Whole Bean,35000,100,"Diilhami dari artefak yang bertahan melewati puluhan ekspedisi, blend ini mempertemukan biji-biji dari Bengkulu serta Mandheling d..."
S-AUT-046-100-CRS,S-AUT-046,Well-used Chronometer,Autumn,The Amber Descent,Seasonal Blend,100g,Coarse,37000,100,"Diilhami dari artefak yang bertahan melewati puluhan ekspedisi, blend ini mempertemukan biji-biji dari Bengkulu serta Mandheling d..."
S-AUT-046-100-MED,S-AUT-046,Well-used Chronometer,Autumn,The Amber Descent,Seasonal Blend,100g,Medium,37500,100,"Diilhami dari artefak yang bertahan melewati puluhan ekspedisi, blend ini mempertemukan biji-biji dari Bengkulu serta Mandheling d..."
S-AUT-046-100-FIN,S-AUT-046,Well-used Chronometer,Autumn,The Amber Descent,Seasonal Blend,100g,Fine,38000,100,"Diilhami dari artefak yang bertahan melewati puluhan ekspedisi, blend ini mempertemukan biji-biji dari Bengkulu serta Mandheling d..."
S-AUT-046-100-XF,S-AUT-046,Well-used Chronometer,Autumn,The Amber Descent,Seasonal Blend,100g,Extra Fine,38500,100,"Diilhami dari artefak yang bertahan melewati puluhan ekspedisi, blend ini mempertemukan biji-biji dari Bengkulu serta Mandheling d..."
S-AUT-046-200-WB,S-AUT-046,Well-used Chronometer,Autumn,The Amber Descent,Seasonal Blend,200g,Whole Bean,62000,200,"Diilhami dari artefak yang bertahan melewati puluhan ekspedisi, blend ini mempertemukan biji-biji dari Bengkulu serta Mandheling d..."
S-AUT-046-200-CRS,S-AUT-046,Well-used Chronometer,Autumn,The Amber Descent,Seasonal Blend,200g,Coarse,64000,200,"Diilhami dari artefak yang bertahan melewati puluhan ekspedisi, blend ini mempertemukan biji-biji dari Bengkulu serta Mandheling d..."
S-AUT-046-200-MED,S-AUT-046,Well-used Chronometer,Autumn,The Amber Descent,Seasonal Blend,200g,Medium,64500,200,"Diilhami dari artefak yang bertahan melewati puluhan ekspedisi, blend ini mempertemukan biji-biji dari Bengkulu serta Mandheling d..."
S-AUT-046-200-FIN,S-AUT-046,Well-used Chronometer,Autumn,The Amber Descent,Seasonal Blend,200g,Fine,65000,200,"Diilhami dari artefak yang bertahan melewati puluhan ekspedisi, blend ini mempertemukan biji-biji dari Bengkulu serta Mandheling d..."
S-AUT-046-200-XF,S-AUT-046,Well-used Chronometer,Autumn,The Amber Descent,Seasonal Blend,200g,Extra Fine,65500,200,"Diilhami dari artefak yang bertahan melewati puluhan ekspedisi, blend ini mempertemukan biji-biji dari Bengkulu serta Mandheling d..."
S-AUT-046-500-WB,S-AUT-046,Well-used Chronometer,Autumn,The Amber Descent,Seasonal Blend,500g,Whole Bean,140000,500,"Diilhami dari artefak yang bertahan melewati puluhan ekspedisi, blend ini mempertemukan biji-biji dari Bengkulu serta Mandheling d..."
S-AUT-046-500-CRS,S-AUT-046,Well-used Chronometer,Autumn,The Amber Descent,Seasonal Blend,500g,Coarse,142000,500,"Diilhami dari artefak yang bertahan melewati puluhan ekspedisi, blend ini mempertemukan biji-biji dari Bengkulu serta Mandheling d..."
